subject,pred,gold,correct
prehistory,A,D,0
prehistory,D,A,0
prehistory,A,A,1
prehistory,D,D,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,B,B,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,B,D,0
prehistory,D,A,0
prehistory,B,B,1
prehistory,A,C,0
prehistory,D,D,1
prehistory,C,B,0
prehistory,B,B,1
prehistory,A,B,0
prehistory,D,A,0
prehistory,B,B,1
prehistory,C,C,1
prehistory,C,C,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,B,B,1
prehistory,B,C,0
prehistory,D,D,1
prehistory,C,C,1
prehistory,B,B,1
prehistory,C,C,1
prehistory,C,C,1
prehistory,B,B,1
prehistory,D,D,1
prehistory,A,A,1
prehistory,D,B,0
prehistory,C,C,1
prehistory,A,A,1
prehistory,C,D,0
prehistory,C,C,1
prehistory,B,B,1
prehistory,D,D,1
prehistory,A,D,0
prehistory,D,D,1
prehistory,A,D,0
prehistory,C,D,0
prehistory,B,B,1
prehistory,B,A,0
prehistory,B,B,1
prehistory,D,D,1
prehistory,C,C,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,C,C,1
prehistory,A,C,0
prehistory,D,A,0
prehistory,D,C,0
prehistory,C,C,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,B,B,1
prehistory,A,D,0
prehistory,A,A,1
prehistory,A,C,0
prehistory,A,C,0
prehistory,C,C,1
prehistory,A,A,1
prehistory,B,A,0
prehistory,D,C,0
prehistory,D,B,0
prehistory,C,C,1
prehistory,D,D,1
prehistory,D,D,1
prehistory,A,C,0
prehistory,B,B,1
prehistory,A,C,0
prehistory,B,B,1
prehistory,A,D,0
prehistory,D,D,1
prehistory,D,D,1
prehistory,A,A,1
prehistory,C,C,1
prehistory,C,C,1
prehistory,A,D,0
prehistory,D,D,1
prehistory,D,D,1
prehistory,D,C,0
prehistory,D,D,1
prehistory,D,A,0
prehistory,C,C,1
prehistory,A,B,0
prehistory,B,B,1
prehistory,A,B,0
prehistory,A,A,1
prehistory,C,C,1
prehistory,A,A,1
prehistory,A,A,1
prehistory,D,D,1
prehistory,D,D,1
prehistory,D,C,0
prehistory,C,C,1
prehistory,A,A,1
prehistory,B,B,1
prehistory,A,A,1
prehistory,B,B,1
prehistory,A,A,1
prehistory,B,A,0
prehistory,A,A,1
prehistory,A,A,1
prehistory,A,A,1
prehistory,A,C,0
prehistory,C,C,1
prehistory,D,D,1
prehistory,D,D,1
prehistory,C,C,1
prehistory,A,C,0
prehistory,D,D,1
prehistory,B,B,1
prehistory,D,D,1
prehistory,A,A,1
prehistory,B,B,1
prehistory,D,D,1
prehistory,C,B,0
prehistory,A,A,1
prehistory,D,D,1
prehistory,C,C,1
prehistory,D,C,0
prehistory,D,D,1
prehistory,A,A,1
prehistory,B,C,0
prehistory,D,D,1
prehistory,C,C,1
prehistory,B,B,1
prehistory,B,C,0
prehistory,C,A,0
prehistory,C,C,1
prehistory,B,B,1
prehistory,D,A,0
prehistory,D,D,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,D,D,1
prehistory,C,C,1
prehistory,C,C,1
prehistory,A,A,1
prehistory,C,C,1
prehistory,D,D,1
prehistory,B,B,1
prehistory,B,B,1
prehistory,A,A,1
prehistory,A,B,0
prehistory,A,C,0
professional_accounting,N/A,A,0
professional_accounting,B,B,1
professional_accounting,A,B,0
professional_accounting,D,D,1
professional_accounting,A,A,1
professional_accounting,B,C,0
professional_accounting,B,D,0
professional_accounting,B,D,0
professional_accounting,D,D,1
professional_accounting,B,C,0
professional_accounting,C,D,0
professional_accounting,D,B,0
professional_accounting,A,A,1
professional_accounting,D,B,0
professional_accounting,B,C,0
professional_accounting,A,B,0
professional_accounting,D,C,0
professional_accounting,C,C,1
professional_accounting,C,C,1
professional_accounting,D,B,0
professional_accounting,B,B,1
professional_accounting,N/A,D,0
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,C,D,0
professional_accounting,A,B,0
professional_accounting,D,D,1
professional_accounting,D,D,1
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,D,B,0
professional_accounting,B,B,1
professional_accounting,D,A,0
professional_accounting,A,A,1
professional_accounting,A,D,0
professional_accounting,B,B,1
professional_accounting,D,B,0
professional_accounting,B,C,0
professional_accounting,D,D,1
professional_accounting,A,D,0
professional_accounting,C,C,1
professional_accounting,D,D,1
professional_accounting,A,A,1
professional_accounting,D,A,0
professional_accounting,A,A,1
professional_accounting,A,A,1
professional_accounting,D,C,0
professional_accounting,D,B,0
professional_accounting,D,C,0
professional_accounting,C,C,1
professional_accounting,C,A,0
professional_accounting,D,A,0
professional_accounting,B,B,1
professional_accounting,C,D,0
professional_accounting,C,C,1
professional_accounting,D,D,1
professional_accounting,D,D,1
professional_accounting,C,D,0
professional_accounting,D,D,1
professional_accounting,D,D,1
professional_accounting,C,C,1
professional_accounting,D,A,0
professional_accounting,C,D,0
professional_accounting,B,A,0
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,C,C,1
professional_accounting,A,C,0
professional_accounting,D,D,1
professional_accounting,D,C,0
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,D,A,0
professional_accounting,D,D,1
professional_accounting,B,B,1
professional_accounting,A,A,1
professional_accounting,A,A,1
professional_accounting,D,B,0
professional_accounting,A,D,0
professional_accounting,C,C,1
professional_accounting,D,B,0
professional_accounting,A,B,0
professional_accounting,A,A,1
professional_accounting,B,B,1
professional_accounting,D,C,0
professional_accounting,D,D,1
professional_accounting,C,A,0
professional_accounting,B,C,0
professional_accounting,A,A,1
professional_accounting,C,B,0
professional_accounting,A,D,0
professional_accounting,C,D,0
professional_accounting,A,C,0
professional_accounting,A,A,1
professional_accounting,A,A,1
professional_accounting,C,C,1
professional_accounting,B,A,0
professional_accounting,B,B,1
professional_accounting,A,D,0
professional_accounting,C,C,1
professional_accounting,A,A,1
professional_accounting,C,C,1
professional_accounting,N/A,C,0
professional_accounting,A,D,0
professional_accounting,D,A,0
professional_accounting,D,C,0
professional_accounting,C,C,1
professional_accounting,A,A,1
professional_accounting,B,B,1
professional_accounting,B,A,0
professional_accounting,B,B,1
professional_accounting,D,D,1
professional_accounting,D,D,1
professional_accounting,A,B,0
professional_accounting,D,C,0
professional_accounting,D,D,1
professional_accounting,A,A,1
professional_accounting,D,B,0
professional_accounting,B,C,0
professional_accounting,C,D,0
professional_accounting,D,D,1
professional_accounting,A,A,1
professional_accounting,D,C,0
professional_accounting,B,C,0
professional_accounting,D,D,1
professional_accounting,B,D,0
professional_accounting,A,A,1
professional_accounting,D,A,0
professional_accounting,C,B,0
professional_accounting,C,B,0
professional_accounting,B,A,0
professional_accounting,D,D,1
professional_accounting,C,C,1
professional_accounting,A,C,0
professional_accounting,A,D,0
professional_accounting,A,B,0
professional_accounting,D,C,0
professional_accounting,A,D,0
professional_accounting,B,B,1
professional_accounting,B,D,0
professional_accounting,D,C,0
professional_accounting,A,A,1
professional_accounting,C,C,1
professional_accounting,A,B,0
professional_accounting,C,D,0
professional_accounting,A,A,1
professional_accounting,D,D,1
professional_accounting,A,C,0
professional_accounting,C,C,1
professional_accounting,A,A,1
professional_accounting,C,A,0
professional_accounting,C,A,0
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,C,B,0
professional_accounting,D,D,1
professional_accounting,D,D,1
professional_accounting,D,C,0
professional_accounting,C,C,1
professional_accounting,A,D,0
professional_accounting,D,A,0
professional_accounting,A,A,1
professional_accounting,D,A,0
professional_accounting,B,B,1
professional_accounting,D,D,1
professional_accounting,D,B,0
professional_accounting,B,B,1
professional_accounting,B,D,0
professional_accounting,C,D,0
professional_accounting,D,D,1
professional_accounting,B,D,0
professional_accounting,C,A,0
professional_accounting,C,B,0
professional_accounting,B,B,1
professional_accounting,C,B,0
professional_accounting,A,B,0
professional_accounting,B,B,1
professional_accounting,C,D,0
professional_accounting,D,C,0
professional_accounting,A,C,0
professional_accounting,C,C,1
professional_accounting,A,D,0
professional_accounting,C,A,0
professional_accounting,B,C,0
professional_accounting,A,A,1
professional_accounting,A,C,0
professional_accounting,C,C,1
professional_accounting,D,A,0
professional_accounting,C,B,0
professional_accounting,N/A,A,0
professional_accounting,D,B,0
professional_accounting,D,B,0
professional_accounting,C,C,1
professional_accounting,A,C,0
professional_accounting,D,A,0
professional_accounting,B,C,0
professional_accounting,C,C,1
professional_accounting,A,B,0
professional_accounting,C,D,0
professional_accounting,C,C,1
professional_accounting,D,D,1
professional_accounting,B,C,0
professional_accounting,D,C,0
professional_accounting,A,D,0
professional_accounting,C,B,0
professional_accounting,D,A,0
professional_accounting,A,A,1
professional_accounting,C,C,1
professional_accounting,C,C,1
professional_accounting,D,B,0
professional_accounting,C,C,1
professional_accounting,D,C,0
professional_accounting,C,C,1
professional_accounting,C,C,1
professional_accounting,D,C,0
professional_accounting,C,D,0
professional_accounting,D,B,0
professional_accounting,C,B,0
professional_accounting,A,A,1
professional_accounting,C,B,0
professional_accounting,A,A,1
professional_accounting,D,C,0
professional_accounting,D,D,1
professional_accounting,B,B,1
professional_accounting,A,A,1
professional_accounting,C,C,1
professional_accounting,B,B,1
professional_accounting,D,D,1
professional_accounting,A,A,1
professional_accounting,B,B,1
professional_accounting,D,D,1
professional_accounting,D,D,1
professional_accounting,D,B,0
professional_accounting,C,D,0
professional_accounting,D,D,1
professional_accounting,C,C,1
professional_accounting,C,A,0
professional_accounting,D,D,1
professional_accounting,C,B,0
professional_accounting,B,C,0
professional_accounting,B,B,1
professional_accounting,A,A,1
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,A,A,1
professional_accounting,D,A,0
professional_accounting,B,B,1
professional_accounting,D,D,1
professional_accounting,D,C,0
professional_accounting,A,A,1
professional_accounting,A,A,1
professional_accounting,A,A,1
professional_accounting,D,B,0
professional_accounting,D,B,0
professional_accounting,D,B,0
professional_accounting,A,A,1
professional_accounting,C,C,1
professional_accounting,B,B,1
professional_accounting,B,B,1
professional_accounting,C,D,0
professional_accounting,D,B,0
professional_accounting,A,A,1
professional_accounting,C,B,0
professional_accounting,C,C,1
professional_accounting,D,D,1
professional_accounting,A,A,1
professional_accounting,A,A,1
professional_accounting,B,B,1
professional_accounting,B,B,1
professional_accounting,C,C,1
professional_accounting,D,D,1
professional_accounting,D,C,0
professional_accounting,A,D,0
professional_accounting,C,B,0
professional_accounting,D,D,1
professional_accounting,C,A,0
professional_accounting,B,A,0
professional_accounting,C,C,1
professional_accounting,A,A,1
professional_accounting,B,C,0
professional_accounting,A,A,1
professional_accounting,A,B,0
professional_law,C,C,1
professional_law,C,B,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,A,B,0
professional_law,A,A,1
professional_law,C,B,0
professional_law,B,A,0
professional_law,C,C,1
professional_law,C,C,1
professional_law,D,A,0
professional_law,A,A,1
professional_law,A,A,1
professional_law,D,B,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,C,C,1
professional_law,D,A,0
professional_law,A,C,0
professional_law,C,A,0
professional_law,D,C,0
professional_law,A,C,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,B,0
professional_law,B,B,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,C,C,1
professional_law,B,C,0
professional_law,C,A,0
professional_law,B,A,0
professional_law,A,B,0
professional_law,B,C,0
professional_law,D,A,0
professional_law,A,A,1
professional_law,D,A,0
professional_law,A,D,0
professional_law,D,A,0
professional_law,A,C,0
professional_law,D,D,1
professional_law,C,D,0
professional_law,B,B,1
professional_law,C,C,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,C,C,1
professional_law,D,B,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,C,C,1
professional_law,A,C,0
professional_law,B,B,1
professional_law,A,B,0
professional_law,C,D,0
professional_law,D,D,1
professional_law,A,B,0
professional_law,D,A,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,C,D,0
professional_law,C,C,1
professional_law,A,C,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,B,B,1
professional_law,A,D,0
professional_law,D,C,0
professional_law,D,D,1
professional_law,C,B,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,B,D,0
professional_law,B,B,1
professional_law,C,A,0
professional_law,C,C,1
professional_law,C,D,0
professional_law,D,D,1
professional_law,D,A,0
professional_law,B,B,1
professional_law,B,C,0
professional_law,C,D,0
professional_law,D,D,1
professional_law,B,B,1
professional_law,B,B,1
professional_law,B,C,0
professional_law,D,A,0
professional_law,C,A,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,D,B,0
professional_law,C,C,1
professional_law,C,D,0
professional_law,C,B,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,C,C,1
professional_law,D,D,1
professional_law,A,C,0
professional_law,D,A,0
professional_law,B,B,1
professional_law,B,C,0
professional_law,B,D,0
professional_law,D,A,0
professional_law,B,B,1
professional_law,D,D,1
professional_law,C,C,1
professional_law,A,D,0
professional_law,D,C,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,B,B,1
professional_law,D,C,0
professional_law,A,A,1
professional_law,D,C,0
professional_law,D,C,0
professional_law,C,D,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,A,A,1
professional_law,C,C,1
professional_law,A,A,1
professional_law,C,C,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,D,A,0
professional_law,D,D,1
professional_law,B,A,0
professional_law,C,C,1
professional_law,C,C,1
professional_law,A,C,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,A,D,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,B,B,1
professional_law,B,B,1
professional_law,A,C,0
professional_law,B,B,1
professional_law,C,D,0
professional_law,C,A,0
professional_law,B,C,0
professional_law,A,D,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,C,C,1
professional_law,C,B,0
professional_law,D,A,0
professional_law,A,D,0
professional_law,D,A,0
professional_law,A,C,0
professional_law,D,C,0
professional_law,A,D,0
professional_law,A,A,1
professional_law,B,D,0
professional_law,C,C,1
professional_law,B,D,0
professional_law,C,C,1
professional_law,D,A,0
professional_law,D,C,0
professional_law,A,D,0
professional_law,D,A,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,D,0
professional_law,C,C,1
professional_law,C,B,0
professional_law,D,B,0
professional_law,A,D,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,D,B,0
professional_law,D,D,1
professional_law,B,D,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,B,B,1
professional_law,B,B,1
professional_law,A,A,1
professional_law,A,B,0
professional_law,D,A,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,C,A,0
professional_law,A,A,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,C,C,1
professional_law,D,D,1
professional_law,D,A,0
professional_law,D,D,1
professional_law,A,C,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,B,C,0
professional_law,B,B,1
professional_law,C,B,0
professional_law,B,B,1
professional_law,D,A,0
professional_law,C,D,0
professional_law,D,D,1
professional_law,B,D,0
professional_law,C,C,1
professional_law,D,A,0
professional_law,D,D,1
professional_law,A,C,0
professional_law,D,D,1
professional_law,C,B,0
professional_law,A,B,0
professional_law,C,C,1
professional_law,C,C,1
professional_law,B,D,0
professional_law,B,C,0
professional_law,C,B,0
professional_law,D,C,0
professional_law,D,B,0
professional_law,C,C,1
professional_law,C,B,0
professional_law,A,A,1
professional_law,C,D,0
professional_law,A,A,1
professional_law,C,B,0
professional_law,D,B,0
professional_law,C,B,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,C,C,1
professional_law,D,B,0
professional_law,A,D,0
professional_law,D,A,0
professional_law,D,B,0
professional_law,C,D,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,C,A,0
professional_law,C,C,1
professional_law,A,B,0
professional_law,B,C,0
professional_law,D,B,0
professional_law,D,A,0
professional_law,C,B,0
professional_law,A,A,1
professional_law,C,C,1
professional_law,B,C,0
professional_law,D,B,0
professional_law,D,C,0
professional_law,C,C,1
professional_law,C,C,1
professional_law,D,A,0
professional_law,B,D,0
professional_law,D,D,1
professional_law,D,C,0
professional_law,D,C,0
professional_law,A,C,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,A,B,0
professional_law,A,B,0
professional_law,B,B,1
professional_law,D,D,1
professional_law,C,A,0
professional_law,D,A,0
professional_law,A,C,0
professional_law,D,B,0
professional_law,A,C,0
professional_law,C,A,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,B,B,1
professional_law,D,D,1
professional_law,B,A,0
professional_law,C,C,1
professional_law,C,A,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,B,D,0
professional_law,C,C,1
professional_law,C,A,0
professional_law,C,D,0
professional_law,B,D,0
professional_law,A,D,0
professional_law,A,C,0
professional_law,C,C,1
professional_law,A,B,0
professional_law,A,A,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,C,D,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,C,C,1
professional_law,B,B,1
professional_law,D,A,0
professional_law,D,D,1
professional_law,D,C,0
professional_law,C,A,0
professional_law,C,B,0
professional_law,D,C,0
professional_law,A,D,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,D,A,0
professional_law,C,C,1
professional_law,C,D,0
professional_law,A,B,0
professional_law,D,A,0
professional_law,C,C,1
professional_law,D,A,0
professional_law,D,B,0
professional_law,D,B,0
professional_law,C,A,0
professional_law,B,B,1
professional_law,B,D,0
professional_law,D,B,0
professional_law,A,A,1
professional_law,A,D,0
professional_law,C,B,0
professional_law,D,D,1
professional_law,A,C,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,D,B,0
professional_law,B,B,1
professional_law,A,C,0
professional_law,C,C,1
professional_law,D,C,0
professional_law,D,C,0
professional_law,A,D,0
professional_law,B,D,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,D,B,0
professional_law,D,D,1
professional_law,B,A,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,B,A,0
professional_law,C,C,1
professional_law,B,C,0
professional_law,D,A,0
professional_law,D,D,1
professional_law,A,B,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,C,0
professional_law,C,C,1
professional_law,B,D,0
professional_law,C,C,1
professional_law,A,C,0
professional_law,D,D,1
professional_law,D,B,0
professional_law,C,C,1
professional_law,C,A,0
professional_law,C,B,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,D,C,0
professional_law,D,C,0
professional_law,C,B,0
professional_law,A,C,0
professional_law,A,A,1
professional_law,A,C,0
professional_law,D,A,0
professional_law,A,C,0
professional_law,D,B,0
professional_law,A,A,1
professional_law,D,B,0
professional_law,B,B,1
professional_law,A,A,1
professional_law,B,B,1
professional_law,A,D,0
professional_law,B,B,1
professional_law,D,D,1
professional_law,A,D,0
professional_law,D,C,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,C,D,0
professional_law,B,B,1
professional_law,D,C,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,A,B,0
professional_law,D,A,0
professional_law,D,A,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,A,A,1
professional_law,A,A,1
professional_law,B,A,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,C,A,0
professional_law,A,D,0
professional_law,A,A,1
professional_law,A,A,1
professional_law,A,C,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,D,C,0
professional_law,C,A,0
professional_law,A,A,1
professional_law,C,D,0
professional_law,A,B,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,D,B,0
professional_law,A,B,0
professional_law,B,D,0
professional_law,A,A,1
professional_law,D,A,0
professional_law,C,D,0
professional_law,D,C,0
professional_law,C,D,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,D,C,0
professional_law,D,D,1
professional_law,A,D,0
professional_law,D,C,0
professional_law,C,C,1
professional_law,D,B,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,A,A,1
professional_law,C,A,0
professional_law,A,C,0
professional_law,D,A,0
professional_law,C,B,0
professional_law,A,C,0
professional_law,C,C,1
professional_law,A,C,0
professional_law,A,C,0
professional_law,B,A,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,A,D,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,C,C,1
professional_law,D,D,1
professional_law,D,B,0
professional_law,C,B,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,C,B,0
professional_law,A,C,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,C,B,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,B,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,C,C,1
professional_law,A,A,1
professional_law,C,D,0
professional_law,C,C,1
professional_law,D,B,0
professional_law,B,D,0
professional_law,B,D,0
professional_law,D,D,1
professional_law,B,D,0
professional_law,A,B,0
professional_law,D,D,1
professional_law,B,B,1
professional_law,B,B,1
professional_law,A,D,0
professional_law,A,B,0
professional_law,A,A,1
professional_law,C,C,1
professional_law,B,A,0
professional_law,D,D,1
professional_law,B,B,1
professional_law,D,A,0
professional_law,D,B,0
professional_law,B,C,0
professional_law,B,C,0
professional_law,B,B,1
professional_law,C,D,0
professional_law,B,B,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,C,A,0
professional_law,D,D,1
professional_law,A,C,0
professional_law,D,C,0
professional_law,D,C,0
professional_law,A,C,0
professional_law,A,C,0
professional_law,C,A,0
professional_law,B,A,0
professional_law,A,B,0
professional_law,B,C,0
professional_law,A,A,1
professional_law,D,A,0
professional_law,B,D,0
professional_law,D,C,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,A,C,0
professional_law,A,A,1
professional_law,B,C,0
professional_law,C,B,0
professional_law,C,C,1
professional_law,A,D,0
professional_law,C,C,1
professional_law,D,C,0
professional_law,D,C,0
professional_law,B,B,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,D,D,1
professional_law,D,C,0
professional_law,A,A,1
professional_law,C,D,0
professional_law,D,D,1
professional_law,C,A,0
professional_law,C,B,0
professional_law,C,A,0
professional_law,A,A,1
professional_law,A,B,0
professional_law,B,D,0
professional_law,C,C,1
professional_law,C,C,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,D,B,0
professional_law,D,D,1
professional_law,C,A,0
professional_law,A,A,1
professional_law,A,C,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,A,D,0
professional_law,A,A,1
professional_law,A,C,0
professional_law,D,C,0
professional_law,A,D,0
professional_law,B,C,0
professional_law,C,B,0
professional_law,B,B,1
professional_law,A,D,0
professional_law,B,A,0
professional_law,D,A,0
professional_law,B,A,0
professional_law,C,B,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,D,D,1
professional_law,B,B,1
professional_law,B,C,0
professional_law,D,D,1
professional_law,C,B,0
professional_law,A,C,0
professional_law,B,B,1
professional_law,C,D,0
professional_law,A,A,1
professional_law,A,C,0
professional_law,A,C,0
professional_law,D,D,1
professional_law,D,A,0
professional_law,B,B,1
professional_law,A,B,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,B,B,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,A,C,0
professional_law,A,D,0
professional_law,A,B,0
professional_law,D,B,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,C,C,1
professional_law,B,C,0
professional_law,C,C,1
professional_law,C,D,0
professional_law,D,C,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,D,B,0
professional_law,C,A,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,C,D,0
professional_law,D,D,1
professional_law,B,B,1
professional_law,A,B,0
professional_law,A,A,1
professional_law,C,D,0
professional_law,B,A,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,D,B,0
professional_law,D,D,1
professional_law,A,A,1
professional_law,D,C,0
professional_law,A,D,0
professional_law,C,C,1
professional_law,D,C,0
professional_law,B,C,0
professional_law,C,D,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,B,A,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,B,B,1
professional_law,A,A,1
professional_law,C,B,0
professional_law,D,C,0
professional_law,B,B,1
professional_law,D,D,1
professional_law,B,D,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,D,D,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,A,D,0
professional_law,C,C,1
professional_law,C,A,0
professional_law,B,D,0
professional_law,D,A,0
professional_law,A,B,0
professional_law,D,A,0
professional_law,C,D,0
professional_law,D,D,1
professional_law,C,B,0
professional_law,C,B,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,C,A,0
professional_law,B,B,1
professional_law,A,D,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,D,A,0
professional_law,C,C,1
professional_law,C,A,0
professional_law,B,B,1
professional_law,D,D,1
professional_law,D,C,0
professional_law,C,A,0
professional_law,A,A,1
professional_law,D,D,1
professional_law,A,C,0
professional_law,A,D,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,A,C,0
professional_law,D,D,1
professional_law,D,D,1
professional_law,A,D,0
professional_law,A,A,1
professional_law,A,A,1
professional_law,B,B,1
professional_law,D,D,1
professional_law,B,C,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,D,C,0
professional_law,D,A,0
professional_law,D,D,1
professional_law,D,C,0
professional_law,B,B,1
professional_law,D,B,0
professional_law,B,C,0
professional_law,C,B,0
professional_law,D,B,0
professional_law,A,D,0
professional_law,C,A,0
professional_law,D,A,0
professional_law,C,C,1
professional_law,C,B,0
professional_law,A,A,1
professional_law,A,C,0
professional_law,C,C,1
professional_law,D,D,1
professional_law,D,C,0
professional_law,C,B,0
professional_law,C,C,1
professional_law,B,B,1
professional_law,C,A,0
professional_law,A,C,0
professional_law,A,B,0
professional_law,D,B,0
professional_law,C,C,1
professional_law,D,C,0
professional_law,B,B,1
professional_law,B,B,1
professional_law,B,B,1
professional_law,B,C,0
professional_law,D,A,0
professional_law,C,A,0
professional_law,C,C,1
professional_law,A,A,1
professional_law,A,A,1
professional_law,D,B,0
professional_law,B,D,0
professional_law,D,A,0
professional_law,B,A,0
professional_law,D,D,1
professional_law,C,C,1
professional_law,D,D,1
professional_law,D,D,1
professional_law,C,C,1
professional_law,A,C,0
professional_law,D,A,0
professional_law,D,C,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,B,D,0
professional_law,C,D,0
professional_law,A,A,1
professional_law,B,B,1
professional_law,D,C,0
professional_law,D,C,0
professional_law,A,B,0
professional_law,D,D,1
professional_law,B,A,0
professional_law,D,C,0
professional_law,C,B,0
professional_law,A,D,0
professional_law,A,B,0
professional_law,A,D,0
professional_law,A,B,0
professional_law,B,C,0
professional_law,A,C,0
professional_law,A,D,0
professional_law,A,A,1
professional_law,B,C,0
professional_law,C,D,0
professional_law,B,B,1
professional_law,B,B,1
professional_law,D,D,1
professional_law,C,D,0
professional_law,D,A,0
professional_law,A,A,1
professional_law,C,C,1
professional_law,A,B,0
professional_law,A,C,0
professional_law,D,A,0
professional_law,B,C,0
professional_law,A,C,0
professional_law,D,A,0
professional_law,C,B,0
professional_law,D,B,0
professional_law,C,B,0
professional_law,C,A,0
professional_law,B,C,0
professional_law,A,C,0
professional_law,A,A,1
professional_law,D,C,0
professional_law,D,D,1
professional_law,D,A,0
professional_law,B,A,0
professional_law,C,B,0
professional_law,C,D,0
professional_law,A,D,0
professional_law,C,C,1
professional_law,C,A,0
professional_law,C,C,1
